1 25
2 53
3 224
4 344
5 203
6 276
7 188
8 56
9 420
10 217
11 77
12 294
13 580
14 270
15 210
16 188
17 38
18 115
19 198
20 89
21 100
22 212
23 394
24 228
25 187
26 132
27 169
28 265
29 46
30 131
31 95
32 198
33 85
34 159
35 243
36 208
37 81
38 34
39 115
40 121
41 108
42 290
43 43
44 88
45 73
46 143
47 213
48 118
49 118
50 164
