1 32
2 19
3 19
4 41
5 32
6 69
7 76
8 66
9 102
10 273
11 101
12 655
13 303
14 461
15 78
16 781
17 323
18 246
19 278
20 455
21 2318
22 731
23 2921
24 3813
25 2992
26 1939
27 1654
28 3841
29 581
